object_id,treatment,url
obj-030,cold,https://cf-cache-do-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/three-cdn-vpn-20260828t005212z/trial-01/us-los-angeles/obj-030.bin
obj-031,hot,https://cf-cache-do-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/three-cdn-vpn-20260828t005212z/trial-01/us-los-angeles/obj-031.bin
obj-032,hot,https://cf-cache-do-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/three-cdn-vpn-20260828t005212z/trial-01/us-los-angeles/obj-032.bin
obj-033,cold,https://cf-cache-do-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/three-cdn-vpn-20260828t005212z/trial-01/us-los-angeles/obj-033.bin
obj-034,hot,https://cf-cache-do-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/three-cdn-vpn-20260828t005212z/trial-01/us-los-angeles/obj-034.bin
obj-035,hot,https://cf-cache-do-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/three-cdn-vpn-20260828t005212z/trial-01/us-los-angeles/obj-035.bin
obj-036,cold,https://cf-cache-do-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/three-cdn-vpn-20260828t005212z/trial-01/us-los-angeles/obj-036.bin
obj-037,cold,https://cf-cache-do-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/three-cdn-vpn-20260828t005212z/trial-01/us-los-angeles/obj-037.bin
obj-038,hot,https://cf-cache-do-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/three-cdn-vpn-20260828t005212z/trial-01/us-los-angeles/obj-038.bin
obj-039,hot,https://cf-cache-do-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/three-cdn-vpn-20260828t005212z/trial-01/us-los-angeles/obj-039.bin
obj-040,hot,https://cf-cache-do-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/three-cdn-vpn-20260828t005212z/trial-01/us-los-angeles/obj-040.bin
